id_familia,bairro,regiao,localizacao,especie,calcamento,mat_piso,mat_parede
FAM04783,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Madeira Aparelhada
FAM04784,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM04785,Passaúna,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04786,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04787,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04788,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04789,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04790,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04791,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04792,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM04793,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM04794,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04795,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04796,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM04797,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04798,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Taipa/Adobe
FAM04799,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM04800,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Madeira Aproveitada
FAM04801,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04802,Zona Rural Leste,Rural,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04803,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04804,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM04805,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04806,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Madeira Aproveitada
FAM04807,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM04808,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04809,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04810,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM04811,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM04812,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04813,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04814,Zona Rural Sul,Rural,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM04815,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04816,Dist. Industrial Sul,Industrial,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04817,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04818,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04819,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04820,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04821,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04822,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM04823,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04824,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM04825,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM04826,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04827,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04828,Boqueirão,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM04829,Boqueirão,Urbana,Rural,Particular Permanente,Calçamento Parcial,Terra,Madeira Aparelhada
FAM04830,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04831,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04832,Fazenda Velha,Urbana,Rural,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aparelhada
FAM04833,Zona Rural Norte,Rural,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM04834,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04835,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04836,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04837,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04838,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04839,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM04840,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04841,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM04842,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04843,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04844,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04845,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM04846,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM04847,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Madeira Aproveitada
FAM04848,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04849,Boqueirão,Urbana,Urbana,Particular Permanente,Sem Calçamento,Terra,Taipa/Adobe
FAM04850,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04851,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Alvenaria sem Revestimento
FAM04852,Tindiquera,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04853,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04854,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04855,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04856,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04857,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM04858,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04859,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04860,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04861,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04862,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04863,Dist. Industrial Sul,Industrial,Rural,Coletivo,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04864,Passaúna,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM04865,Cachoeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04866,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Madeira Aparelhada
FAM04867,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04868,Zona Rural Leste,Rural,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04869,Passaúna,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04870,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04871,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04872,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Madeira Aparelhada
FAM04873,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04874,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04875,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM04876,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM04877,Thomaz Coelho,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04878,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04879,Zona Rural Norte,Rural,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04880,Cachoeira,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04881,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04882,Estação,Urbana,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04883,Centro,Urbana,Rural,Particular Improvisado,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM04884,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04885,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM04886,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aproveitada
FAM04887,Cachoeira,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04888,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04889,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM04890,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04891,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM04892,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM04893,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04894,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Carpete,Alvenaria com Revestimento
FAM04895,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04896,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04897,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04898,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04899,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04900,Cachoeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04901,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04902,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04903,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM04904,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04905,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Madeira Aparelhada
FAM04906,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04907,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04908,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04909,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM04910,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04911,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM04912,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04913,Passaúna,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04914,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM04915,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM04916,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04917,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04918,Zona Rural Sul,Rural,Urbana,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04919,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04920,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM04921,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM04922,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04923,Costeira,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04924,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04925,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04926,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM04927,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Terra,Taipa/Adobe
FAM04928,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04929,Chapada,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04930,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04931,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM04932,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04933,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04934,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM04935,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM04936,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04937,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04938,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04939,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04940,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM04941,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04942,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04943,Thomaz Coelho,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04944,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04945,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04946,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM04947,São Luís,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04948,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04949,São Luís,Urbana,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04950,Zona Rural Norte,Rural,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04951,Centro,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04952,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM04953,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04954,Centro,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04955,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04956,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04957,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04958,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM04959,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Madeira Aparelhada
FAM04960,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04961,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04962,Costeira,Urbana,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04963,Carvalho,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04964,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04965,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04966,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04967,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04968,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04969,Cachoeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04970,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Taipa/Adobe
FAM04971,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04972,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM04973,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM04974,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04975,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM04976,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04977,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04978,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aproveitada
FAM04979,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04980,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM04981,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04982,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04983,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM04984,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04985,Dist. Industrial Norte,Industrial,Rural,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM04986,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM04987,Campina da Barra,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM04988,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM04989,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04990,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aproveitada
FAM04991,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM04992,Dist. Industrial Norte,Industrial,Urbana,Coletivo,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM04993,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM04994,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM04995,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM04996,Estação,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM04997,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM04998,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Madeira Aproveitada
FAM04999,Zona Rural Leste,Rural,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
