id_familia,bairro,regiao,qtd_pessoas,renda_per_capita,faixa_renda_pc,renda_familiar,faixa_renda_fam,unipessoal,cadastro_atualizado,data_atualizacao,lat,lng
FAM05134,Centro,Urbana,2,212.14,Pobreza,424.28,Até 1 SM,Não,Sim,2024-07-06,-25.589378,-49.427793
FAM05135,Estação,Urbana,2,377.31,Baixa Renda,754.62,Até 1 SM,Não,Sim,2024-04-10,-25.590407,-49.429048
FAM05136,Fazenda Velha,Urbana,5,194.66,Pobreza,973.3,Até 1 SM,Não,Sim,2025-02-04,-25.58735,-49.394883
FAM05137,Cachoeira,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-01-04,-25.538743,-49.42596
FAM05138,Campina da Barra,Urbana,6,60.62,Pobreza,363.72,Até 1 SM,Não,Sim,2024-12-01,-25.58215,-49.401745
FAM05139,Cachoeira,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-12-15,-25.559077,-49.406995
FAM05140,Carvalho,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2022-11-25,-25.582096,-49.451535
FAM05141,Campina da Barra,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-04-23,-25.572822,-49.393325
FAM05142,Centro,Urbana,1,112.31,Pobreza,112.31,Até 1 SM,Sim,Não,2022-11-17,-25.593941,-49.426628
FAM05143,Thomaz Coelho,Urbana,1,1806.02,Acima de 2 SM,1806.02,1 a 2 SM,Sim,Não,2022-05-04,-25.624466,-49.433804
FAM05144,Costeira,Urbana,1,308.76,Baixa Renda,308.76,Até 1 SM,Sim,Sim,2025-09-20,-25.623391,-49.3911
FAM05145,Estação,Urbana,1,1464.22,Acima de 2 SM,1464.22,Até 1 SM,Sim,Sim,2025-12-19,-25.597962,-49.431718
FAM05146,Estação,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-11-18,-25.594601,-49.41089
FAM05147,Zona Rural Norte,Rural,4,161.31,Pobreza,645.24,Até 1 SM,Não,Sim,2024-04-28,-25.522052,-49.448616
FAM05148,Dist. Industrial Norte,Industrial,2,420.19,Baixa Renda,840.38,Até 1 SM,Não,Não,2022-06-28,-25.543424,-49.386732
FAM05149,Estação,Urbana,5,266.29,Baixa Renda,1331.45,Até 1 SM,Não,Sim,2025-04-24,-25.586712,-49.423049
FAM05150,Iguaçu,Urbana,2,561.47,Acima de 2 SM,1122.94,Até 1 SM,Não,Sim,2026-02-09,-25.594392,-49.398744
FAM05151,Dist. Industrial Sul,Industrial,2,698.96,Acima de 2 SM,1397.92,Até 1 SM,Não,Não,2022-06-06,-25.603667,-49.382271
FAM05152,Dist. Industrial Norte,Industrial,6,341.12,Baixa Renda,2046.72,1 a 2 SM,Não,Não,2023-06-28,-25.571466,-49.370235
FAM05153,Carvalho,Urbana,4,367.26,Baixa Renda,1469.04,Até 1 SM,Não,Sim,2024-08-10,-25.564898,-49.434714
FAM05154,Passaúna,Urbana,1,792.98,Acima de 2 SM,792.98,Até 1 SM,Sim,Sim,2024-11-19,-25.549659,-49.429298
FAM05155,Zona Rural Leste,Rural,3,341.93,Baixa Renda,1025.79,Até 1 SM,Não,Não,2023-07-24,-25.592927,-49.363935
FAM05156,Dist. Industrial Sul,Industrial,6,121.6,Pobreza,729.6,Até 1 SM,Não,Não,2022-06-09,-25.622644,-49.361761
FAM05157,Cachoeira,Urbana,6,434.93,Baixa Renda,2609.58,1 a 2 SM,Não,Não,2023-10-18,-25.5498,-49.401143
FAM05158,Campina da Barra,Urbana,3,133.29,Pobreza,399.87,Até 1 SM,Não,Não,2023-07-19,-25.569116,-49.390982
FAM05159,Dist. Industrial Sul,Industrial,5,548.07,Acima de 2 SM,2740.35,1 a 2 SM,Não,Não,2022-11-26,-25.610757,-49.379636
FAM05160,Zona Rural Sul,Rural,2,850.48,Acima de 2 SM,1700.96,1 a 2 SM,Não,Não,2023-03-16,-25.661837,-49.397087
FAM05161,Cachoeira,Urbana,2,600.83,Acima de 2 SM,1201.66,Até 1 SM,Não,Sim,2025-11-10,-25.540316,-49.422334
FAM05162,Cachoeira,Urbana,2,571.64,Acima de 2 SM,1143.28,Até 1 SM,Não,Não,2022-09-10,-25.541932,-49.404937
FAM05163,Dist. Industrial Norte,Industrial,1,576.66,Acima de 2 SM,576.66,Até 1 SM,Sim,Não,2022-03-19,-25.564023,-49.363471
FAM05164,Dist. Industrial Norte,Industrial,4,79.58,Pobreza,318.32,Até 1 SM,Não,Sim,2026-02-04,-25.557789,-49.382198
FAM05165,Cachoeira,Urbana,7,712.67,Acima de 2 SM,4988.69,Acima de 3 SM,Não,Não,2022-08-30,-25.559481,-49.411513
FAM05166,Tindiquera,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2025-03-17,-25.578296,-49.442637
FAM05167,Tindiquera,Urbana,1,492.8,Acima de 2 SM,492.8,Até 1 SM,Sim,Não,2023-02-03,-25.578698,-49.437003
FAM05168,Zona Rural Norte,Rural,7,453.9,Acima de 2 SM,3177.3,2 a 3 SM,Não,Sim,2025-04-07,-25.51628,-49.461434
FAM05169,Estação,Urbana,6,322.07,Baixa Renda,1932.42,1 a 2 SM,Não,Sim,2025-07-27,-25.605398,-49.427093
FAM05170,Zona Rural Sul,Rural,1,93.69,Pobreza,93.69,Até 1 SM,Sim,Sim,2025-02-18,-25.63502,-49.397769
FAM05171,Thomaz Coelho,Urbana,6,365.59,Baixa Renda,2193.54,1 a 2 SM,Não,Sim,2026-01-31,-25.615881,-49.424485
FAM05172,Dist. Industrial Norte,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-08-20,-25.566239,-49.3903
FAM05173,Carvalho,Urbana,7,207.43,Pobreza,1452.01,Até 1 SM,Não,Não,2022-11-08,-25.562044,-49.444173
FAM05174,Dist. Industrial Sul,Industrial,2,317.53,Baixa Renda,635.06,Até 1 SM,Não,Sim,2024-12-12,-25.622459,-49.364441
FAM05175,Zona Rural Sul,Rural,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-07-06,-25.635614,-49.410971
FAM05176,Cachoeira,Urbana,4,322.25,Baixa Renda,1289.0,Até 1 SM,Não,Sim,2026-02-19,-25.561844,-49.422858
FAM05177,Centro,Urbana,3,263.6,Baixa Renda,790.8,Até 1 SM,Não,Não,2023-01-18,-25.582966,-49.40894
FAM05178,Boqueirão,Urbana,3,433.48,Baixa Renda,1300.44,Até 1 SM,Não,Sim,2025-10-27,-25.632751,-49.394971
FAM05179,Fazenda Velha,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2022-08-19,-25.572637,-49.388319
FAM05180,Cachoeira,Urbana,6,16.74,Pobreza,100.44,Até 1 SM,Não,Não,2022-04-19,-25.543911,-49.429893
FAM05181,Costeira,Urbana,5,74.17,Pobreza,370.85,Até 1 SM,Não,Sim,2025-03-02,-25.617701,-49.412272
FAM05182,Dist. Industrial Sul,Industrial,2,130.35,Pobreza,260.7,Até 1 SM,Não,Sim,2024-10-13,-25.630977,-49.360922
FAM05183,Estação,Urbana,3,488.98,Acima de 2 SM,1466.94,Até 1 SM,Não,Sim,2025-08-01,-25.594946,-49.432286
FAM05184,Campina da Barra,Urbana,3,286.06,Baixa Renda,858.18,Até 1 SM,Não,Sim,2024-12-30,-25.578317,-49.387885
FAM05185,Campina da Barra,Urbana,3,67.27,Pobreza,201.81,Até 1 SM,Não,Sim,2024-07-29,-25.566121,-49.400713
FAM05186,Dist. Industrial Sul,Industrial,2,383.47,Baixa Renda,766.94,Até 1 SM,Não,Não,2023-07-31,-25.624755,-49.367212
FAM05187,Dist. Industrial Sul,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-05-25,-25.632551,-49.379962
FAM05188,Iguaçu,Urbana,2,584.25,Acima de 2 SM,1168.5,Até 1 SM,Não,Não,2023-01-28,-25.58859,-49.391515
FAM05189,Chapada,Urbana,2,644.17,Acima de 2 SM,1288.34,Até 1 SM,Não,Sim,2025-08-26,-25.598281,-49.44852
FAM05190,Dist. Industrial Sul,Industrial,3,215.55,Pobreza,646.65,Até 1 SM,Não,Não,2022-04-19,-25.626197,-49.365013
FAM05191,Passaúna,Urbana,1,103.48,Pobreza,103.48,Até 1 SM,Sim,Sim,2025-10-16,-25.545689,-49.43297
FAM05192,Thomaz Coelho,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-10-01,-25.627506,-49.421938
FAM05193,Thomaz Coelho,Urbana,7,488.88,Acima de 2 SM,3422.16,2 a 3 SM,Não,Sim,2025-12-11,-25.629262,-49.411742
FAM05194,Chapada,Urbana,5,192.55,Pobreza,962.75,Até 1 SM,Não,Sim,2025-11-16,-25.591799,-49.429889
FAM05195,São Luís,Urbana,4,341.5,Baixa Renda,1366.0,Até 1 SM,Não,Sim,2024-07-08,-25.572593,-49.382452
FAM05196,Zona Rural Leste,Rural,2,344.98,Baixa Renda,689.96,Até 1 SM,Não,Não,2023-11-20,-25.599584,-49.36026
FAM05197,Thomaz Coelho,Urbana,4,193.13,Pobreza,772.52,Até 1 SM,Não,Não,2023-10-28,-25.625356,-49.405423
FAM05198,Fazenda Velha,Urbana,3,82.97,Pobreza,248.91,Até 1 SM,Não,Não,2023-06-04,-25.577876,-49.38916
FAM05199,Dist. Industrial Sul,Industrial,1,55.56,Pobreza,55.56,Até 1 SM,Sim,Não,2022-08-22,-25.614871,-49.378986
FAM05200,Estação,Urbana,1,553.95,Acima de 2 SM,553.95,Até 1 SM,Sim,Sim,2024-05-01,-25.586028,-49.426987
FAM05201,Dist. Industrial Sul,Industrial,4,146.16,Pobreza,584.64,Até 1 SM,Não,Não,2024-01-12,-25.630416,-49.381949
FAM05202,Cachoeira,Urbana,1,604.74,Acima de 2 SM,604.74,Até 1 SM,Sim,Não,2022-08-20,-25.536141,-49.41521
FAM05203,Dist. Industrial Sul,Industrial,5,81.22,Pobreza,406.1,Até 1 SM,Não,Sim,2025-06-02,-25.611428,-49.3699
FAM05204,Passaúna,Urbana,2,778.18,Acima de 2 SM,1556.36,1 a 2 SM,Não,Sim,2025-04-04,-25.546777,-49.432139
FAM05205,Tindiquera,Urbana,3,28.1,Pobreza,84.3,Até 1 SM,Não,Sim,2024-09-14,-25.566823,-49.423401
FAM05206,Carvalho,Urbana,2,124.24,Pobreza,248.48,Até 1 SM,Não,Não,2023-03-12,-25.574979,-49.448314
FAM05207,Centro,Urbana,2,122.28,Pobreza,244.56,Até 1 SM,Não,Não,2022-04-08,-25.578018,-49.399622
FAM05208,Zona Rural Sul,Rural,1,166.45,Pobreza,166.45,Até 1 SM,Sim,Sim,2025-03-21,-25.642614,-49.412849
FAM05209,São Luís,Urbana,1,426.97,Baixa Renda,426.97,Até 1 SM,Sim,Não,2022-09-27,-25.599476,-49.365441
FAM05210,Boqueirão,Urbana,6,176.43,Pobreza,1058.58,Até 1 SM,Não,Sim,2024-09-21,-25.637822,-49.376208
FAM05211,Estação,Urbana,2,249.36,Baixa Renda,498.72,Até 1 SM,Não,Sim,2025-09-26,-25.59816,-49.428632
FAM05212,Cachoeira,Urbana,5,304.21,Baixa Renda,1521.05,1 a 2 SM,Não,Sim,2024-10-15,-25.55702,-49.419422
FAM05213,São Luís,Urbana,4,481.42,Acima de 2 SM,1925.68,1 a 2 SM,Não,Sim,2025-04-24,-25.586116,-49.374574
FAM05214,Zona Rural Norte,Rural,7,241.9,Baixa Renda,1693.3,1 a 2 SM,Não,Não,2022-12-10,-25.517728,-49.444417
FAM05215,Costeira,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-09-05,-25.602501,-49.411848
FAM05216,Zona Rural Leste,Rural,2,8.25,Pobreza,16.5,Até 1 SM,Não,Sim,2025-03-05,-25.583341,-49.344533
FAM05217,Centro,Urbana,4,270.92,Baixa Renda,1083.68,Até 1 SM,Não,Sim,2025-09-19,-25.594824,-49.417059
FAM05218,Campina da Barra,Urbana,5,331.28,Baixa Renda,1656.4,1 a 2 SM,Não,Não,2023-04-07,-25.573177,-49.387046
FAM05219,Dist. Industrial Sul,Industrial,1,540.25,Acima de 2 SM,540.25,Até 1 SM,Sim,Não,2024-02-24,-25.625767,-49.357974
FAM05220,Dist. Industrial Sul,Industrial,1,37.3,Pobreza,37.3,Até 1 SM,Sim,Sim,2024-08-17,-25.624772,-49.378112
FAM05221,Fazenda Velha,Urbana,3,541.86,Acima de 2 SM,1625.58,1 a 2 SM,Não,Não,2023-08-06,-25.567975,-49.395818
FAM05222,Boqueirão,Urbana,5,17.7,Pobreza,88.5,Até 1 SM,Não,Sim,2024-12-07,-25.620306,-49.386863
FAM05223,Carvalho,Urbana,3,274.58,Baixa Renda,823.74,Até 1 SM,Não,Sim,2025-03-04,-25.578511,-49.431996
FAM05224,Campina da Barra,Urbana,4,750.37,Acima de 2 SM,3001.48,1 a 2 SM,Não,Não,2023-11-02,-25.573713,-49.410392
FAM05225,Dist. Industrial Sul,Industrial,7,700.24,Acima de 2 SM,4901.68,Acima de 3 SM,Não,Sim,2024-07-04,-25.617474,-49.359744
FAM05226,Zona Rural Sul,Rural,1,204.48,Pobreza,204.48,Até 1 SM,Sim,Sim,2024-11-28,-25.648536,-49.396839
FAM05227,Zona Rural Sul,Rural,7,271.09,Baixa Renda,1897.63,1 a 2 SM,Não,Sim,2025-09-01,-25.660931,-49.411839
FAM05228,Chapada,Urbana,2,226.6,Baixa Renda,453.2,Até 1 SM,Não,Não,2023-07-25,-25.592884,-49.444158
FAM05229,Centro,Urbana,4,365.93,Baixa Renda,1463.72,Até 1 SM,Não,Não,2023-02-13,-25.582652,-49.427863
FAM05230,Costeira,Urbana,1,777.59,Acima de 2 SM,777.59,Até 1 SM,Sim,Sim,2026-01-04,-25.617629,-49.410717
FAM05231,Costeira,Urbana,7,276.46,Baixa Renda,1935.22,1 a 2 SM,Não,Sim,2024-08-17,-25.598169,-49.403491
FAM05232,Passaúna,Urbana,6,172.06,Pobreza,1032.36,Até 1 SM,Não,Sim,2024-05-06,-25.552387,-49.426186
FAM05233,Thomaz Coelho,Urbana,2,624.75,Acima de 2 SM,1249.5,Até 1 SM,Não,Sim,2024-11-05,-25.623686,-49.413171
FAM05234,São Luís,Urbana,2,167.39,Pobreza,334.78,Até 1 SM,Não,Não,2023-05-20,-25.588642,-49.383447
FAM05235,Costeira,Urbana,4,747.95,Acima de 2 SM,2991.8,1 a 2 SM,Não,Sim,2025-08-20,-25.595405,-49.394339
FAM05236,Carvalho,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-12-04,-25.562257,-49.437542
FAM05237,Iguaçu,Urbana,4,95.78,Pobreza,383.12,Até 1 SM,Não,Não,2023-06-08,-25.594801,-49.403664
FAM05238,São Luís,Urbana,1,137.42,Pobreza,137.42,Até 1 SM,Sim,Não,2023-04-25,-25.594722,-49.388859
FAM05239,Zona Rural Sul,Rural,6,314.02,Baixa Renda,1884.12,1 a 2 SM,Não,Sim,2025-01-31,-25.638887,-49.409747
FAM05240,Iguaçu,Urbana,2,800.95,Acima de 2 SM,1601.9,1 a 2 SM,Não,Sim,2025-03-24,-25.598218,-49.396397
FAM05241,Zona Rural Sul,Rural,2,104.19,Pobreza,208.38,Até 1 SM,Não,Não,2023-10-27,-25.639269,-49.40217
FAM05242,Cachoeira,Urbana,4,547.02,Acima de 2 SM,2188.08,1 a 2 SM,Não,Sim,2024-11-05,-25.548269,-49.427649
FAM05243,Zona Rural Leste,Rural,1,760.7,Acima de 2 SM,760.7,Até 1 SM,Sim,Sim,2025-02-16,-25.594169,-49.348939
FAM05244,Fazenda Velha,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-11-18,-25.580473,-49.38351
FAM05245,Campina da Barra,Urbana,2,623.41,Acima de 2 SM,1246.82,Até 1 SM,Não,Sim,2025-05-04,-25.595179,-49.393866
FAM05246,Centro,Urbana,3,260.58,Baixa Renda,781.74,Até 1 SM,Não,Sim,2025-02-16,-25.587092,-49.423596
FAM05247,Zona Rural Leste,Rural,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-03-11,-25.5914,-49.350355
FAM05248,Thomaz Coelho,Urbana,4,441.84,Acima de 2 SM,1767.36,1 a 2 SM,Não,Não,2022-07-10,-25.606778,-49.429299
FAM05249,Campina da Barra,Urbana,2,327.14,Baixa Renda,654.28,Até 1 SM,Não,Não,2023-03-24,-25.569399,-49.405106
FAM05250,Iguaçu,Urbana,2,302.45,Baixa Renda,604.9,Até 1 SM,Não,Sim,2025-12-07,-25.587449,-49.385962
FAM05251,Fazenda Velha,Urbana,4,438.96,Acima de 2 SM,1755.84,1 a 2 SM,Não,Não,2022-09-11,-25.563184,-49.40109
FAM05252,São Luís,Urbana,4,26.85,Pobreza,107.4,Até 1 SM,Não,Sim,2025-03-19,-25.571726,-49.378196
FAM05253,Centro,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-07-27,-25.585394,-49.416987
FAM05254,Dist. Industrial Norte,Industrial,2,379.93,Baixa Renda,759.86,Até 1 SM,Não,Sim,2024-05-12,-25.558701,-49.370254
FAM05255,Zona Rural Norte,Rural,5,569.93,Acima de 2 SM,2849.65,1 a 2 SM,Não,Não,2023-01-26,-25.511741,-49.454752
FAM05256,Fazenda Velha,Urbana,4,346.31,Baixa Renda,1385.24,Até 1 SM,Não,Não,2023-01-21,-25.58382,-49.381726
FAM05257,Zona Rural Norte,Rural,4,31.0,Pobreza,124.0,Até 1 SM,Não,Sim,2025-06-20,-25.510799,-49.442948
FAM05258,Zona Rural Norte,Rural,4,346.43,Baixa Renda,1385.72,Até 1 SM,Não,Sim,2026-02-08,-25.530331,-49.463827
FAM05259,Tindiquera,Urbana,3,423.32,Baixa Renda,1269.96,Até 1 SM,Não,Sim,2025-10-17,-25.564272,-49.442874
FAM05260,Dist. Industrial Norte,Industrial,5,360.85,Baixa Renda,1804.25,1 a 2 SM,Não,Não,2023-05-08,-25.548165,-49.390018
FAM05261,Thomaz Coelho,Urbana,2,858.48,Acima de 2 SM,1716.96,1 a 2 SM,Não,Sim,2024-07-30,-25.63385,-49.410451
FAM05262,Iguaçu,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-10-08,-25.604779,-49.398189
FAM05263,Thomaz Coelho,Urbana,4,16.37,Pobreza,65.48,Até 1 SM,Não,Sim,2024-07-24,-25.62171,-49.431679
FAM05264,Fazenda Velha,Urbana,5,189.56,Pobreza,947.8,Até 1 SM,Não,Não,2023-06-20,-25.572406,-49.3755
FAM05265,Passaúna,Urbana,2,494.44,Acima de 2 SM,988.88,Até 1 SM,Não,Sim,2025-06-23,-25.548843,-49.420997
FAM05266,Carvalho,Urbana,1,17.51,Pobreza,17.51,Até 1 SM,Sim,Sim,2026-02-24,-25.575459,-49.439552
FAM05267,Boqueirão,Urbana,4,253.93,Baixa Renda,1015.72,Até 1 SM,Não,Sim,2024-09-26,-25.618873,-49.393472
FAM05268,Costeira,Urbana,4,133.4,Pobreza,533.6,Até 1 SM,Não,Não,2023-05-28,-25.611536,-49.416563
FAM05269,Thomaz Coelho,Urbana,1,83.25,Pobreza,83.25,Até 1 SM,Sim,Sim,2024-07-06,-25.626169,-49.431134
FAM05270,Zona Rural Sul,Rural,4,347.91,Baixa Renda,1391.64,Até 1 SM,Não,Sim,2024-03-03,-25.644373,-49.415572
FAM05271,Zona Rural Norte,Rural,2,238.36,Baixa Renda,476.72,Até 1 SM,Não,Sim,2025-04-23,-25.534666,-49.461805
FAM05272,Costeira,Urbana,3,159.32,Pobreza,477.96,Até 1 SM,Não,Não,2022-11-10,-25.6115,-49.415273
FAM05273,Zona Rural Leste,Rural,3,87.57,Pobreza,262.71,Até 1 SM,Não,Não,2022-05-08,-25.587151,-49.352383
FAM05274,Carvalho,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-06-10,-25.583119,-49.444566
FAM05275,Campina da Barra,Urbana,2,174.43,Pobreza,348.86,Até 1 SM,Não,Sim,2025-01-05,-25.585517,-49.390626
FAM05276,Centro,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-01-15,-25.604821,-49.41189
FAM05277,Centro,Urbana,5,10.02,Pobreza,50.1,Até 1 SM,Não,Sim,2025-04-02,-25.605774,-49.406631
FAM05278,Dist. Industrial Norte,Industrial,5,116.05,Pobreza,580.25,Até 1 SM,Não,Não,2022-11-02,-25.555163,-49.376797
FAM05279,Boqueirão,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2023-01-09,-25.615894,-49.380774
FAM05280,Cachoeira,Urbana,3,300.07,Baixa Renda,900.21,Até 1 SM,Não,Não,2022-10-10,-25.554647,-49.42247
FAM05281,Zona Rural Leste,Rural,4,201.14,Pobreza,804.56,Até 1 SM,Não,Não,2022-04-17,-25.603426,-49.355486
FAM05282,Campina da Barra,Urbana,4,69.84,Pobreza,279.36,Até 1 SM,Não,Sim,2025-01-02,-25.581626,-49.397086
FAM05283,Chapada,Urbana,4,785.26,Acima de 2 SM,3141.04,2 a 3 SM,Não,Sim,2025-04-15,-25.59319,-49.434892
FAM05284,Thomaz Coelho,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-12-07,-25.62354,-49.411218
FAM05285,Cachoeira,Urbana,3,108.09,Pobreza,324.27,Até 1 SM,Não,Sim,2025-09-16,-25.551901,-49.408287
FAM05286,Dist. Industrial Sul,Industrial,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-02-02,-25.627833,-49.361751
FAM05287,Estação,Urbana,1,168.05,Pobreza,168.05,Até 1 SM,Sim,Sim,2025-02-22,-25.597674,-49.411217
FAM05288,Thomaz Coelho,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-06-03,-25.608135,-49.419709
FAM05289,Costeira,Urbana,4,200.48,Pobreza,801.92,Até 1 SM,Não,Não,2022-07-16,-25.609099,-49.394627
FAM05290,Passaúna,Urbana,2,143.82,Pobreza,287.64,Até 1 SM,Não,Não,2024-01-08,-25.542735,-49.415925
FAM05291,São Luís,Urbana,2,59.97,Pobreza,119.94,Até 1 SM,Não,Não,2023-12-31,-25.570131,-49.381209
FAM05292,Cachoeira,Urbana,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-06-27,-25.536717,-49.425724
FAM05293,Fazenda Velha,Urbana,3,12.93,Pobreza,38.79,Até 1 SM,Não,Sim,2024-12-31,-25.563558,-49.398434
FAM05294,Costeira,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-03-23,-25.618369,-49.402528
FAM05295,Estação,Urbana,2,479.81,Acima de 2 SM,959.62,Até 1 SM,Não,Não,2024-01-11,-25.59416,-49.429028
FAM05296,São Luís,Urbana,3,1358.84,Acima de 2 SM,4076.52,2 a 3 SM,Não,Sim,2026-02-23,-25.594053,-49.373264
FAM05297,Zona Rural Norte,Rural,3,208.59,Pobreza,625.77,Até 1 SM,Não,Sim,2024-05-18,-25.525474,-49.455709
FAM05298,Tindiquera,Urbana,1,205.44,Pobreza,205.44,Até 1 SM,Sim,Não,2023-12-17,-25.574141,-49.425165
FAM05299,Boqueirão,Urbana,1,2.27,Pobreza,2.27,Até 1 SM,Sim,Não,2022-11-05,-25.635452,-49.391812
FAM05300,Thomaz Coelho,Urbana,4,788.24,Acima de 2 SM,3152.96,2 a 3 SM,Não,Sim,2024-03-29,-25.608131,-49.423761
FAM05301,São Luís,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2026-02-01,-25.594491,-49.385705
FAM05302,Fazenda Velha,Urbana,3,625.87,Acima de 2 SM,1877.61,1 a 2 SM,Não,Sim,2024-05-28,-25.574655,-49.378183
FAM05303,Zona Rural Leste,Rural,3,136.59,Pobreza,409.77,Até 1 SM,Não,Não,2023-07-13,-25.585356,-49.349131
FAM05304,São Luís,Urbana,4,567.2,Acima de 2 SM,2268.8,1 a 2 SM,Não,Sim,2025-01-18,-25.588531,-49.389574
FAM05305,Dist. Industrial Norte,Industrial,7,427.72,Baixa Renda,2994.04,1 a 2 SM,Não,Não,2023-05-07,-25.545724,-49.392129
FAM05306,Campina da Barra,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-03-28,-25.567467,-49.399409
FAM05307,Boqueirão,Urbana,2,262.55,Baixa Renda,525.1,Até 1 SM,Não,Sim,2025-09-15,-25.642595,-49.376173
FAM05308,Dist. Industrial Norte,Industrial,5,833.35,Acima de 2 SM,4166.75,2 a 3 SM,Não,Sim,2025-05-14,-25.568114,-49.364791
FAM05309,Campina da Barra,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-08-29,-25.587446,-49.387364
FAM05310,Dist. Industrial Norte,Industrial,5,286.6,Baixa Renda,1433.0,Até 1 SM,Não,Sim,2025-07-09,-25.544028,-49.368613
FAM05311,Zona Rural Leste,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-07-11,-25.602336,-49.338524
FAM05312,Zona Rural Leste,Rural,3,325.18,Baixa Renda,975.54,Até 1 SM,Não,Não,2023-05-05,-25.587241,-49.358305
FAM05313,Dist. Industrial Sul,Industrial,5,572.99,Acima de 2 SM,2864.95,1 a 2 SM,Não,Sim,2024-12-23,-25.61859,-49.364751
FAM05314,Cachoeira,Urbana,1,18.95,Pobreza,18.95,Até 1 SM,Sim,Não,2023-11-25,-25.53648,-49.4198
FAM05315,Centro,Urbana,3,48.7,Pobreza,146.1,Até 1 SM,Não,Não,2022-11-08,-25.594807,-49.409977
FAM05316,Zona Rural Sul,Rural,5,392.05,Baixa Renda,1960.25,1 a 2 SM,Não,Não,2022-06-09,-25.650257,-49.414155
FAM05317,Campina da Barra,Urbana,4,229.1,Baixa Renda,916.4,Até 1 SM,Não,Não,2023-05-25,-25.57455,-49.392479
FAM05318,Cachoeira,Urbana,5,118.8,Pobreza,594.0,Até 1 SM,Não,Sim,2026-01-23,-25.540469,-49.426126
FAM05319,Dist. Industrial Norte,Industrial,2,567.0,Acima de 2 SM,1134.0,Até 1 SM,Não,Sim,2025-02-16,-25.568371,-49.367915
FAM05320,Zona Rural Leste,Rural,3,239.69,Baixa Renda,719.07,Até 1 SM,Não,Sim,2025-05-02,-25.591813,-49.337467
FAM05321,Centro,Urbana,6,113.72,Pobreza,682.32,Até 1 SM,Não,Não,2022-11-25,-25.589622,-49.41127
FAM05322,Chapada,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-09-06,-25.612771,-49.437335
FAM05323,Dist. Industrial Sul,Industrial,4,461.95,Acima de 2 SM,1847.8,1 a 2 SM,Não,Não,2024-02-20,-25.608092,-49.379059
FAM05324,Iguaçu,Urbana,2,207.58,Pobreza,415.16,Até 1 SM,Não,Não,2022-07-17,-25.602919,-49.387939
FAM05325,Centro,Urbana,1,377.8,Baixa Renda,377.8,Até 1 SM,Sim,Não,2023-09-28,-25.596964,-49.419775
FAM05326,Fazenda Velha,Urbana,1,431.41,Baixa Renda,431.41,Até 1 SM,Sim,Sim,2025-06-17,-25.588364,-49.373072
FAM05327,Dist. Industrial Sul,Industrial,3,218.62,Baixa Renda,655.86,Até 1 SM,Não,Não,2023-08-29,-25.621897,-49.376553
FAM05328,Cachoeira,Urbana,2,120.68,Pobreza,241.36,Até 1 SM,Não,Sim,2025-12-10,-25.542266,-49.410202
FAM05329,Passaúna,Urbana,5,827.83,Acima de 2 SM,4139.15,2 a 3 SM,Não,Sim,2025-09-20,-25.525167,-49.422241
