id_familia,bairro,regiao,bolsa_familia,bpc_loas,auxilio_gas,id_jovem,carteira_idoso
FAM06544,Zona Rural Leste,Rural,Não,Não,Não,Sim,Não
FAM06545,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06546,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM06547,Estação,Urbana,Sim,Sim,Não,Não,Não
FAM06548,Dist. Industrial Norte,Industrial,Sim,Não,Não,Não,Não
FAM06549,Centro,Urbana,Sim,Não,Sim,Não,Sim
FAM06550,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM06551,Chapada,Urbana,Não,Não,Não,Não,Não
FAM06552,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM06553,Thomaz Coelho,Urbana,Sim,Não,Não,Não,Não
FAM06554,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM06555,Zona Rural Leste,Rural,Sim,Não,Não,Não,Não
FAM06556,São Luís,Urbana,Não,Não,Sim,Não,Não
FAM06557,São Luís,Urbana,Sim,Não,Sim,Não,Não
FAM06558,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM06559,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM06560,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06561,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06562,Campina da Barra,Urbana,Não,Não,Sim,Sim,Não
FAM06563,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06564,Passaúna,Urbana,Sim,Não,Não,Não,Não
FAM06565,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM06566,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06567,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06568,Campina da Barra,Urbana,Sim,Não,Sim,Não,Não
FAM06569,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM06570,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06571,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM06572,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06573,Iguaçu,Urbana,Sim,Não,Não,Não,Sim
FAM06574,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM06575,Estação,Urbana,Não,Sim,Sim,Sim,Não
FAM06576,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM06577,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM06578,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06579,Zona Rural Sul,Rural,Não,Não,Sim,Sim,Não
FAM06580,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06581,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM06582,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Sim
FAM06583,Costeira,Urbana,Não,Não,Não,Não,Não
FAM06584,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06585,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM06586,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM06587,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06588,Costeira,Urbana,Não,Não,Não,Não,Não
FAM06589,Tindiquera,Urbana,Sim,Não,Não,Sim,Não
FAM06590,Centro,Urbana,Sim,Não,Sim,Sim,Não
FAM06591,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM06592,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06593,Cachoeira,Urbana,Não,Não,Sim,Não,Não
FAM06594,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM06595,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06596,Centro,Urbana,Não,Não,Não,Não,Não
FAM06597,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM06598,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Sim
FAM06599,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM06600,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM06601,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06602,Zona Rural Norte,Rural,Não,Não,Sim,Sim,Não
FAM06603,Campina da Barra,Urbana,Sim,Não,Não,Sim,Não
FAM06604,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06605,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM06606,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM06607,Costeira,Urbana,Não,Não,Não,Não,Sim
FAM06608,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM06609,Iguaçu,Urbana,Sim,Não,Não,Não,Não
FAM06610,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM06611,Estação,Urbana,Não,Não,Não,Não,Não
FAM06612,Estação,Urbana,Sim,Não,Não,Não,Não
FAM06613,Zona Rural Leste,Rural,Não,Não,Não,Não,Não
FAM06614,Passaúna,Urbana,Não,Não,Não,Não,Não
FAM06615,São Luís,Urbana,Não,Não,Não,Não,Não
FAM06616,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM06617,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06618,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06619,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM06620,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM06621,Centro,Urbana,Não,Não,Não,Sim,Não
FAM06622,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM06623,Carvalho,Urbana,Sim,Não,Não,Não,Não
FAM06624,Thomaz Coelho,Urbana,Não,Não,Sim,Não,Não
FAM06625,Estação,Urbana,Sim,Não,Não,Não,Não
FAM06626,Zona Rural Leste,Rural,Sim,Sim,Não,Não,Não
FAM06627,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06628,Costeira,Urbana,Não,Não,Não,Sim,Não
FAM06629,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06630,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM06631,Carvalho,Urbana,Sim,Não,Não,Não,Não
FAM06632,Cachoeira,Urbana,Sim,Não,Sim,Não,Não
FAM06633,Zona Rural Leste,Rural,Sim,Não,Não,Não,Não
FAM06634,Estação,Urbana,Sim,Não,Sim,Não,Não
FAM06635,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06636,Zona Rural Leste,Rural,Não,Não,Sim,Não,Não
FAM06637,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM06638,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06639,Iguaçu,Urbana,Não,Não,Não,Não,Sim
FAM06640,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM06641,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Sim
FAM06642,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06643,São Luís,Urbana,Sim,Não,Sim,Não,Não
FAM06644,Tindiquera,Urbana,Sim,Não,Não,Não,Não
FAM06645,Centro,Urbana,Não,Não,Não,Não,Não
FAM06646,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM06647,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06648,Centro,Urbana,Não,Não,Não,Não,Não
FAM06649,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06650,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06651,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM06652,Thomaz Coelho,Urbana,Não,Não,Sim,Sim,Não
FAM06653,Costeira,Urbana,Sim,Sim,Não,Sim,Não
FAM06654,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06655,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM06656,Campina da Barra,Urbana,Sim,Não,Sim,Não,Sim
FAM06657,Zona Rural Norte,Rural,Não,Não,Sim,Sim,Não
FAM06658,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM06659,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06660,Iguaçu,Urbana,Não,Não,Não,Sim,Não
FAM06661,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06662,Chapada,Urbana,Não,Não,Não,Sim,Não
FAM06663,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06664,Boqueirão,Urbana,Não,Não,Não,Sim,Não
FAM06665,Cachoeira,Urbana,Sim,Não,Não,Não,Não
FAM06666,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06667,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM06668,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06669,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06670,Carvalho,Urbana,Sim,Não,Sim,Não,Não
FAM06671,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM06672,Passaúna,Urbana,Não,Não,Sim,Não,Não
FAM06673,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM06674,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06675,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM06676,São Luís,Urbana,Sim,Não,Sim,Não,Sim
FAM06677,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM06678,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM06679,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM06680,Estação,Urbana,Não,Não,Sim,Sim,Não
FAM06681,Cachoeira,Urbana,Não,Não,Sim,Não,Não
FAM06682,Thomaz Coelho,Urbana,Sim,Não,Sim,Sim,Não
FAM06683,Centro,Urbana,Não,Não,Sim,Não,Não
FAM06684,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM06685,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM06686,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM06687,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Sim
FAM06688,Costeira,Urbana,Não,Não,Sim,Sim,Não
FAM06689,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM06690,Chapada,Urbana,Não,Não,Sim,Não,Sim
FAM06691,Passaúna,Urbana,Não,Não,Não,Não,Não
FAM06692,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06693,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM06694,Zona Rural Sul,Rural,Não,Não,Não,Sim,Não
FAM06695,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM06696,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM06697,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM06698,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM06699,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM06700,Passaúna,Urbana,Não,Não,Sim,Não,Não
FAM06701,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM06702,Centro,Urbana,Não,Não,Não,Não,Não
FAM06703,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06704,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06705,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06706,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM06707,Campina da Barra,Urbana,Sim,Não,Não,Sim,Não
FAM06708,Carvalho,Urbana,Não,Não,Sim,Não,Sim
FAM06709,São Luís,Urbana,Não,Não,Não,Não,Não
FAM06710,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM06711,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM06712,Centro,Urbana,Não,Não,Não,Não,Não
FAM06713,Boqueirão,Urbana,Sim,Não,Sim,Não,Não
FAM06714,Campina da Barra,Urbana,Sim,Não,Sim,Não,Não
FAM06715,Carvalho,Urbana,Não,Não,Não,Sim,Não
FAM06716,Costeira,Urbana,Sim,Não,Sim,Não,Sim
FAM06717,Costeira,Urbana,Não,Não,Não,Não,Não
FAM06718,Thomaz Coelho,Urbana,Sim,Não,Não,Não,Não
FAM06719,Campina da Barra,Urbana,Sim,Não,Não,Não,Não
FAM06720,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06721,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM06722,Estação,Urbana,Não,Não,Sim,Não,Não
FAM06723,Cachoeira,Urbana,Não,Não,Não,Sim,Não
FAM06724,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM06725,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM06726,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06727,Zona Rural Leste,Rural,Sim,Não,Não,Não,Não
FAM06728,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06729,Costeira,Urbana,Sim,Não,Não,Não,Não
FAM06730,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM06731,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Sim
FAM06732,Estação,Urbana,Não,Não,Não,Não,Não
FAM06733,Zona Rural Norte,Rural,Sim,Não,Sim,Sim,Não
FAM06734,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06735,Passaúna,Urbana,Sim,Sim,Sim,Não,Não
FAM06736,Centro,Urbana,Não,Não,Não,Não,Não
FAM06737,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06738,Costeira,Urbana,Não,Sim,Não,Não,Não
FAM06739,Boqueirão,Urbana,Não,Não,Sim,Não,Não
FAM06740,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06741,Zona Rural Norte,Rural,Não,Sim,Sim,Não,Não
FAM06742,Zona Rural Leste,Rural,Sim,Sim,Não,Sim,Não
FAM06743,Estação,Urbana,Não,Não,Não,Não,Não
FAM06744,Boqueirão,Urbana,Não,Não,Não,Não,Sim
FAM06745,Chapada,Urbana,Não,Não,Não,Não,Não
FAM06746,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06747,Fazenda Velha,Urbana,Não,Não,Sim,Não,Não
FAM06748,Carvalho,Urbana,Sim,Não,Não,Não,Não
FAM06749,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM06750,Thomaz Coelho,Urbana,Não,Não,Não,Sim,Não
FAM06751,Iguaçu,Urbana,Sim,Sim,Não,Não,Não
FAM06752,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06753,Centro,Urbana,Não,Não,Sim,Sim,Não
FAM06754,Campina da Barra,Urbana,Sim,Sim,Sim,Não,Não
FAM06755,Centro,Urbana,Não,Não,Sim,Não,Não
FAM06756,Zona Rural Leste,Rural,Sim,Não,Não,Não,Não
FAM06757,Zona Rural Norte,Rural,Não,Sim,Não,Não,Não
FAM06758,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM06759,Chapada,Urbana,Não,Não,Sim,Não,Não
FAM06760,Chapada,Urbana,Não,Não,Não,Não,Não
FAM06761,Cachoeira,Urbana,Não,Sim,Sim,Não,Não
FAM06762,Chapada,Urbana,Não,Não,Não,Não,Não
FAM06763,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM06764,Costeira,Urbana,Não,Não,Não,Não,Não
FAM06765,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06766,Cachoeira,Urbana,Sim,Não,Sim,Não,Não
FAM06767,Boqueirão,Urbana,Não,Não,Sim,Não,Não
FAM06768,Centro,Urbana,Não,Não,Não,Não,Não
FAM06769,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM06770,Costeira,Urbana,Não,Não,Não,Não,Não
FAM06771,Dist. Industrial Norte,Industrial,Sim,Não,Não,Não,Não
FAM06772,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06773,Cachoeira,Urbana,Sim,Não,Não,Não,Não
FAM06774,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06775,Estação,Urbana,Sim,Não,Não,Não,Não
FAM06776,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM06777,São Luís,Urbana,Não,Não,Não,Não,Não
FAM06778,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06779,Centro,Urbana,Não,Não,Sim,Não,Sim
FAM06780,Centro,Urbana,Não,Não,Não,Não,Não
FAM06781,Chapada,Urbana,Sim,Não,Não,Não,Não
FAM06782,Dist. Industrial Norte,Industrial,Não,Sim,Sim,Sim,Não
FAM06783,Zona Rural Leste,Rural,Não,Não,Sim,Não,Não
FAM06784,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06785,Dist. Industrial Norte,Industrial,Não,Sim,Sim,Não,Não
FAM06786,Estação,Urbana,Não,Não,Não,Não,Não
FAM06787,São Luís,Urbana,Sim,Não,Sim,Não,Não
FAM06788,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06789,Boqueirão,Urbana,Sim,Não,Não,Não,Sim
FAM06790,Boqueirão,Urbana,Sim,Não,Sim,Não,Não
FAM06791,Estação,Urbana,Sim,Não,Sim,Não,Não
FAM06792,Estação,Urbana,Não,Sim,Sim,Não,Não
FAM06793,Carvalho,Urbana,Não,Não,Sim,Não,Não
FAM06794,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06795,Boqueirão,Urbana,Sim,Não,Sim,Não,Não
FAM06796,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM06797,Passaúna,Urbana,Sim,Não,Sim,Não,Não
FAM06798,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM06799,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06800,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06801,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06802,Thomaz Coelho,Urbana,Não,Não,Sim,Não,Não
FAM06803,Boqueirão,Urbana,Não,Não,Sim,Sim,Não
FAM06804,Boqueirão,Urbana,Não,Sim,Sim,Não,Não
FAM06805,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM06806,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM06807,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06808,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06809,Iguaçu,Urbana,Não,Não,Sim,Não,Não
FAM06810,Costeira,Urbana,Sim,Não,Não,Não,Não
FAM06811,Fazenda Velha,Urbana,Não,Não,Sim,Não,Não
FAM06812,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM06813,Tindiquera,Urbana,Sim,Não,Sim,Não,Não
FAM06814,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM06815,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM06816,Estação,Urbana,Não,Não,Não,Não,Não
FAM06817,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06818,Carvalho,Urbana,Sim,Não,Não,Não,Não
FAM06819,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06820,Iguaçu,Urbana,Sim,Não,Sim,Não,Não
FAM06821,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM06822,Zona Rural Leste,Rural,Não,Não,Sim,Sim,Sim
FAM06823,Zona Rural Norte,Rural,Não,Não,Não,Não,Sim
FAM06824,Carvalho,Urbana,Não,Não,Não,Não,Não
FAM06825,Dist. Industrial Norte,Industrial,Sim,Não,Não,Não,Não
FAM06826,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06827,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06828,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06829,Chapada,Urbana,Não,Não,Não,Não,Não
FAM06830,Iguaçu,Urbana,Sim,Não,Não,Sim,Não
FAM06831,Dist. Industrial Norte,Industrial,Sim,Não,Não,Não,Não
FAM06832,Carvalho,Urbana,Não,Não,Não,Sim,Não
FAM06833,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM06834,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM06835,Estação,Urbana,Não,Não,Sim,Não,Não
FAM06836,Campina da Barra,Urbana,Sim,Não,Sim,Não,Não
FAM06837,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM06838,Zona Rural Leste,Rural,Não,Não,Sim,Não,Não
FAM06839,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06840,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM06841,Centro,Urbana,Não,Não,Não,Não,Não
FAM06842,Centro,Urbana,Não,Sim,Não,Não,Não
FAM06843,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06844,Fazenda Velha,Urbana,Não,Não,Sim,Não,Não
FAM06845,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM06846,Zona Rural Norte,Rural,Sim,Não,Não,Sim,Sim
FAM06847,Zona Rural Sul,Rural,Não,Não,Sim,Não,Não
FAM06848,Centro,Urbana,Não,Não,Sim,Não,Não
FAM06849,Centro,Urbana,Sim,Não,Sim,Não,Não
FAM06850,Cachoeira,Urbana,Sim,Não,Não,Não,Não
FAM06851,Estação,Urbana,Sim,Não,Não,Não,Não
FAM06852,Campina da Barra,Urbana,Sim,Não,Não,Não,Não
FAM06853,Tindiquera,Urbana,Não,Não,Não,Sim,Não
FAM06854,Tindiquera,Urbana,Não,Não,Não,Não,Não
FAM06855,Fazenda Velha,Urbana,Sim,Não,Sim,Não,Não
FAM06856,Fazenda Velha,Urbana,Sim,Não,Não,Não,Não
FAM06857,Centro,Urbana,Não,Não,Sim,Não,Não
FAM06858,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Sim
FAM06859,Iguaçu,Urbana,Não,Não,Não,Não,Sim
FAM06860,Costeira,Urbana,Sim,Não,Não,Não,Não
FAM06861,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06862,Passaúna,Urbana,Sim,Não,Não,Sim,Não
FAM06863,Carvalho,Urbana,Não,Não,Sim,Não,Não
FAM06864,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Não
FAM06865,Zona Rural Sul,Rural,Sim,Não,Não,Não,Não
FAM06866,Cachoeira,Urbana,Não,Sim,Sim,Não,Não
FAM06867,Cachoeira,Urbana,Sim,Não,Não,Não,Não
FAM06868,Zona Rural Norte,Rural,Não,Não,Não,Não,Não
FAM06869,Campina da Barra,Urbana,Sim,Não,Sim,Não,Não
FAM06870,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM06871,Estação,Urbana,Não,Não,Não,Não,Não
FAM06872,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM06873,Zona Rural Leste,Rural,Sim,Não,Sim,Não,Não
FAM06874,Zona Rural Norte,Rural,Não,Não,Sim,Não,Não
FAM06875,Centro,Urbana,Não,Não,Não,Não,Não
FAM06876,Campina da Barra,Urbana,Não,Não,Sim,Não,Não
FAM06877,Chapada,Urbana,Não,Não,Não,Não,Não
FAM06878,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06879,Zona Rural Sul,Rural,Não,Não,Não,Não,Sim
FAM06880,Costeira,Urbana,Sim,Não,Não,Sim,Não
FAM06881,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06882,Cachoeira,Urbana,Sim,Não,Sim,Não,Não
FAM06883,Boqueirão,Urbana,Sim,Não,Não,Não,Não
FAM06884,Dist. Industrial Norte,Industrial,Sim,Não,Sim,Não,Não
FAM06885,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06886,Chapada,Urbana,Não,Não,Sim,Não,Não
FAM06887,Fazenda Velha,Urbana,Sim,Não,Não,Sim,Não
FAM06888,Campina da Barra,Urbana,Sim,Sim,Não,Não,Não
FAM06889,Zona Rural Norte,Rural,Sim,Não,Sim,Não,Não
FAM06890,Cachoeira,Urbana,Não,Não,Não,Não,Não
FAM06891,Thomaz Coelho,Urbana,Não,Não,Sim,Não,Não
FAM06892,Dist. Industrial Sul,Industrial,Não,Não,Sim,Não,Não
FAM06893,Tindiquera,Urbana,Sim,Sim,Não,Não,Não
FAM06894,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06895,Fazenda Velha,Urbana,Não,Não,Não,Não,Não
FAM06896,Boqueirão,Urbana,Não,Não,Não,Não,Não
FAM06897,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06898,Fazenda Velha,Urbana,Não,Não,Sim,Sim,Não
FAM06899,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06900,Fazenda Velha,Urbana,Sim,Não,Não,Não,Não
FAM06901,Carvalho,Urbana,Sim,Não,Não,Não,Não
FAM06902,Costeira,Urbana,Sim,Não,Sim,Não,Não
FAM06903,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06904,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM06905,Tindiquera,Urbana,Não,Não,Sim,Não,Não
FAM06906,Dist. Industrial Sul,Industrial,Sim,Não,Sim,Não,Não
FAM06907,Thomaz Coelho,Urbana,Sim,Não,Sim,Não,Não
FAM06908,Thomaz Coelho,Urbana,Não,Não,Não,Não,Não
FAM06909,Cachoeira,Urbana,Sim,Não,Sim,Não,Não
FAM06910,Zona Rural Norte,Rural,Sim,Não,Não,Não,Não
FAM06911,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06912,Fazenda Velha,Urbana,Sim,Não,Não,Não,Não
FAM06913,Centro,Urbana,Sim,Não,Não,Não,Não
FAM06914,Costeira,Urbana,Sim,Não,Não,Não,Não
FAM06915,Centro,Urbana,Sim,Não,Não,Não,Não
FAM06916,Dist. Industrial Sul,Industrial,Sim,Não,Não,Não,Não
FAM06917,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06918,Campina da Barra,Urbana,Não,Não,Não,Não,Não
FAM06919,Iguaçu,Urbana,Sim,Sim,Sim,Não,Não
FAM06920,Zona Rural Leste,Rural,Não,Não,Sim,Não,Não
FAM06921,Costeira,Urbana,Não,Não,Sim,Não,Não
FAM06922,Centro,Urbana,Não,Não,Não,Não,Não
FAM06923,Dist. Industrial Sul,Industrial,Não,Não,Não,Não,Não
FAM06924,Carvalho,Urbana,Não,Não,Sim,Não,Não
FAM06925,Chapada,Urbana,Sim,Não,Sim,Não,Não
FAM06926,Zona Rural Sul,Rural,Sim,Não,Sim,Sim,Não
FAM06927,Centro,Urbana,Não,Não,Sim,Não,Não
FAM06928,Chapada,Urbana,Sim,Não,Não,Não,Não
FAM06929,Dist. Industrial Norte,Industrial,Não,Não,Sim,Não,Sim
FAM06930,Carvalho,Urbana,Não,Não,Não,Não,Sim
FAM06931,Passaúna,Urbana,Sim,Não,Não,Não,Sim
FAM06932,Iguaçu,Urbana,Não,Não,Sim,Não,Não
FAM06933,Thomaz Coelho,Urbana,Sim,Não,Não,Não,Não
FAM06934,Carvalho,Urbana,Sim,Não,Não,Não,Sim
FAM06935,São Luís,Urbana,Sim,Não,Sim,Não,Não
FAM06936,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06937,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06938,Zona Rural Sul,Rural,Não,Não,Não,Não,Não
FAM06939,Centro,Urbana,Não,Sim,Sim,Não,Não
FAM06940,Iguaçu,Urbana,Não,Não,Não,Não,Não
FAM06941,Passaúna,Urbana,Não,Não,Não,Não,Não
FAM06942,Zona Rural Sul,Rural,Sim,Não,Sim,Não,Não
FAM06943,Dist. Industrial Norte,Industrial,Não,Não,Não,Não,Não
FAM06944,Cachoeira,Urbana,Sim,Não,Não,Não,Não
FAM06945,Costeira,Urbana,Sim,Não,Sim,Não,Não
